iata,name,city,country,lat,lng,timezone
GKA,Goroka Airport,Goroka,Papua New Guinea,-6.081689834590001,145.391998291,Pacific/Port_Moresby
MAG,Madang Airport,Madang,Papua New Guinea,-5.20707988739,145.789001465,Pacific/Port_Moresby
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.826789855957031,144.29600524902344,Pacific/Port_Moresby
LAE,Nadzab Airport,Nadzab,Papua New Guinea,-6.569803,146.725977,Pacific/Port_Moresby
POM,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,-9.443380355834961,147.22000122070312,Pacific/Port_Moresby
WWK,Wewak International Airport,Wewak,Papua New Guinea,-3.58383011818,143.669006348,Pacific/Port_Moresby
UAK,Narsarsuaq Airport,Narssarssuaq,Greenland,61.1604995728,-45.4259986877,America/Godthab
GOH,Godthaab / Nuuk Airport,Godthaab,Greenland,64.19090271,-51.6781005859,America/Godthab
SFJ,Kangerlussuaq Airport,Sondrestrom,Greenland,67.0122218992,-50.7116031647,America/Godthab
THU,Thule Air Base,Thule,Greenland,76.5311965942,-68.7032012939,America/Thule
AEY,Akureyri Airport,Akureyri,Iceland,65.66000366210938,-18.07270050048828,Atlantic/Reykjavik
EGS,Egilsstaðir Airport,Egilsstadir,Iceland,65.2833023071289,-14.401399612426758,Atlantic/Reykjavik
HFN,Hornafjörður Airport,Hofn,Iceland,64.295601,-15.2272,Atlantic/Reykjavik
HZK,Húsavík Airport,Husavik,Iceland,65.952301,-17.426001,Atlantic/Reykjavik
IFJ,Ísafjörður Airport,Isafjordur,Iceland,66.05809783935547,-23.135299682617188,Atlantic/Reykjavik
KEF,Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056,Atlantic/Reykjavik
PFJ,Patreksfjörður Airport,Patreksfjordur,Iceland,65.555801,-23.965,Atlantic/Reykjavik
RKV,Reykjavik Airport,Reykjavik,Iceland,64.1299972534,-21.9405994415,Atlantic/Reykjavik
SIJ,Siglufjörður Airport,Siglufjordur,Iceland,66.133301,-18.9167,Atlantic/Reykjavik
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.42430114746094,-20.278900146484375,Atlantic/Reykjavik
YAM,Sault Ste Marie Airport,Sault Sainte Marie,Canada,46.48500061035156,-84.5093994140625,America/Toronto
YAY,St. Anthony Airport,St. Anthony,Canada,51.3918991089,-56.083099365200006,America/St_Johns
YAZ,Tofino / Long Beach Airport,Tofino,Canada,49.079833,-125.775583,America/Vancouver
YBB,Kugaaruk Airport,Pelly Bay,Canada,68.534401,-89.808098,America/Edmonton
YBC,Baie Comeau Airport,Baie Comeau,Canada,49.13249969482422,-68.20439910888672,America/Toronto
YBG,CFB Bagotville,Bagotville,Canada,48.33060073852539,-70.99639892578125,America/Toronto
YBK,Baker Lake Airport,Baker Lake,Canada,64.29889678960001,-96.077796936,America/Winnipeg
YBL,Campbell River Airport,Campbell River,Canada,49.950801849365234,-125.27100372314453,America/Vancouver
YBR,Brandon Municipal Airport,Brandon,Canada,49.91,-99.951897,America/Winnipeg
YCB,Cambridge Bay Airport,Cambridge Bay,Canada,69.1081008911,-105.138000488,America/Edmonton
YCD,Nanaimo Airport,Nanaimo,Canada,49.054970224899996,-123.869862556,America/Vancouver
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,49.2963981628,-117.632003784,America/Vancouver
YCH,Miramichi Airport,Chatham,Canada,47.007801,-65.449203,America/Halifax
YCL,Charlo Airport,Charlo,Canada,47.990799,-66.330299,America/Halifax
YCO,Kugluktuk Airport,Coppermine,Canada,67.816704,-115.143997,America/Edmonton
YCT,Coronation Airport,Coronation,Canada,52.0750007629,-111.444999695,America/Edmonton
YCW,Chilliwack Airport,Chilliwack,Canada,49.1528015137,-121.939002991,America/Vancouver
YCY,Clyde River Airport,Clyde River,Canada,70.4860992432,-68.5167007446,America/Toronto
YZS,Coral Harbour Airport,Coral Harbour,Canada,64.1932983398,-83.3593978882,America/Coral_Harbour
YDA,Dawson City Airport,Dawson,Canada,64.04309844970703,-139.1280059814453,America/Vancouver
YDB,Burwash Airport,Burwash,Canada,61.37110137939453,-139.04100036621094,America/Vancouver
YDF,Deer Lake Airport,Deer Lake,Canada,49.21080017089844,-57.39139938354492,America/St_Johns
YDL,Dease Lake Airport,Dease Lake,Canada,58.4221992493,-130.031997681,America/Vancouver
YDN,Dauphin Barker Airport,Dauphin,Canada,51.100799560546875,-100.052001953125,America/Winnipeg
YDQ,Dawson Creek Airport,Dawson Creek,Canada,55.7422981262207,-120.18299865722656,America/Dawson_Creek
YEG,Edmonton International Airport,Edmonton,Canada,53.309700012200004,-113.580001831,America/Edmonton
YEK,Arviat Airport,Eskimo Point,Canada,61.0942001343,-94.07080078119999,America/Winnipeg
YEN,Estevan Airport,Estevan,Canada,49.2103004456,-102.966003418,America/Regina
YET,Edson Airport,Edson,Canada,53.578899383499994,-116.464996338,America/Edmonton
YEU,Eureka Airport,Eureka,Canada,79.9946975708,-85.814201355,America/Winnipeg
YEV,Inuvik Mike Zubko Airport,Inuvik,Canada,68.30419921880001,-133.483001709,America/Edmonton
YFB,Iqaluit Airport,Iqaluit,Canada,63.756402,-68.555801,America/Toronto
YFC,Fredericton Airport,Fredericton,Canada,45.868900299072266,-66.53720092773438,America/Halifax
YFE,Forestville Airport,Forestville,Canada,48.74610137939453,-69.09719848632812,America/Toronto
YFO,Flin Flon Airport,Flin Flon,Canada,54.6781005859375,-101.68199920654297,America/Winnipeg
YFR,Fort Resolution Airport,Fort Resolution,Canada,61.1808013916,-113.690002441,America/Edmonton
YFS,Fort Simpson Airport,Fort Simpson,Canada,61.76020050048828,-121.23699951171875,America/Edmonton
YGK,Kingston Norman Rogers Airport,Kingston,Canada,44.22529983520508,-76.5969009399414,America/Toronto
YGL,La Grande Rivière Airport,La Grande Riviere,Canada,53.625301361083984,-77.7042007446289,America/Toronto
YGP,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,48.7752990723,-64.4785995483,America/Toronto
YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,49.77830123901367,-86.93939971923828,America/Toronto
YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.42470169067383,-61.778099060058594,America/Toronto
YHB,Hudson Bay Airport,Hudson Bay,Canada,52.8166999817,-102.310997009,America/Regina
YHD,Dryden Regional Airport,Dryden,Canada,49.831699,-92.744202,America/Winnipeg
YHI,Ulukhaktok Holman Airport,Holman Island,Canada,70.76280212402344,-117.80599975585938,America/Edmonton
YHK,Gjoa Haven Airport,Gjoa Haven,Canada,68.635597229,-95.84970092770001,America/Edmonton
YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,43.173599243199995,-79.93499755859999,America/Toronto
YHU,Montréal / Saint-Hubert Airport,Montreal,Canada,45.5175018311,-73.4169006348,America/Toronto
YHY,Hay River / Merlyn Carter Airport,Hay River,Canada,60.8396987915,-115.782997131,America/Edmonton
YHZ,Halifax / Stanfield International Airport,Halifax,Canada,44.8807983398,-63.5085983276,America/Halifax
YIB,Atikokan Municipal Airport,Atikokan,Canada,48.7738990784,-91.6386032104,America/Coral_Harbour
YIO,Pond Inlet Airport,Pond Inlet,Canada,72.6832962036,-77.9666976929,America/Toronto
YJN,St Jean Airport,St. Jean,Canada,45.29439926147461,-73.28109741210938,America/Toronto
YJT,Stephenville Airport,Stephenville,Canada,48.5442008972168,-58.54999923706055,America/St_Johns
YKA,Kamloops Airport,Kamloops,Canada,50.7022018433,-120.444000244,America/Vancouver
YKF,Waterloo Airport,Waterloo,Canada,43.460800170899994,-80.3786010742,America/Toronto
YKL,Schefferville Airport,Schefferville,Canada,54.805301666259766,-66.8052978515625,America/Toronto
YKY,Kindersley Airport,Kindersley,Canada,51.5175018311,-109.180999756,America/Regina
YKZ,Buttonville Municipal Airport,Toronto,Canada,43.86220169067383,-79.37000274658203,America/Toronto
YLD,Chapleau Airport,Chapleau,Canada,47.81999969482422,-83.3467025756836,America/Toronto
YLJ,Meadow Lake Airport,Meadow Lake,Canada,54.125301361083984,-108.52300262451172,America/Regina
YLL,Lloydminster Airport,Lloydminster,Canada,53.309200286865234,-110.072998046875,America/Edmonton
YLT,Alert Airport,Alert,Canada,82.51779937740001,-62.2806015015,America/Toronto
YLW,Kelowna International Airport,Kelowna,Canada,49.9561004639,-119.377998352,America/Vancouver
YMA,Mayo Airport,Mayo,Canada,63.61640167236328,-135.8679962158203,America/Vancouver
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,50.330299377441406,-105.55899810791016,America/Regina
YMM,Fort McMurray Airport,Fort Mcmurray,Canada,56.653301239,-111.222000122,America/Edmonton
YMO,Moosonee Airport,Moosonee,Canada,51.291099548339844,-80.60780334472656,America/Toronto
YMW,Maniwaki Airport,Maniwaki,Canada,46.2728004456,-75.9906005859,America/Toronto
YMX,Montreal International (Mirabel) Airport,Montreal,Canada,45.679501,-74.038696,America/Toronto
YNA,Natashquan Airport,Natashquan,Canada,50.189998626708984,-61.78919982910156,America/Toronto
YND,Ottawa / Gatineau Airport,Gatineau,Canada,45.521701812699995,-75.5635986328,America/Toronto
YNM,Matagami Airport,Matagami,Canada,49.76169967651367,-77.80280303955078,America/Toronto
YOC,Old Crow Airport,Old Crow,Canada,67.57060241699219,-139.83900451660156,America/Vancouver
YOD,CFB Cold Lake,Cold Lake,Canada,54.404998779296875,-110.27899932861328,America/Edmonton
YOJ,High Level Airport,High Level,Canada,58.62139892578125,-117.16500091552734,America/Edmonton
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.3224983215332,-75.66919708251953,America/Toronto
YPA,Prince Albert Glass Field,Prince Albert,Canada,53.214199066199996,-105.672996521,America/Regina
YPE,Peace River Airport,Peace River,Canada,56.226898,-117.446999,America/Edmonton
YPG,Southport Airport,Portage-la-prairie,Canada,49.903099,-98.273817,America/Winnipeg
YPL,Pickle Lake Airport,Pickle Lake,Canada,51.4463996887207,-90.21420288085938,America/Coral_Harbour
YPN,Port Menier Airport,Port Menier,Canada,49.83639907836914,-64.2885971069336,America/Toronto
YPQ,Peterborough Airport,Peterborough,Canada,44.22999954223633,-78.36329650878906,America/Toronto
YPR,Prince Rupert Airport,Prince Pupert,Canada,54.286098480199996,-130.445007324,America/Vancouver
YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,58.7672004699707,-111.11699676513672,America/Edmonton
YQA,Muskoka Airport,Muskoka,Canada,44.974700927734375,-79.30329895019531,America/Toronto
YQB,Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.393303,America/Toronto
YQF,Red Deer Regional Airport,Red Deer Industrial,Canada,52.18220138549805,-113.89399719238281,America/Edmonton
YQG,Windsor Airport,Windsor,Canada,42.27560043334961,-82.95559692382812,America/Toronto
YQH,Watson Lake Airport,Watson Lake,Canada,60.11640167236328,-128.82200622558594,America/Vancouver
YQK,Kenora Airport,Kenora,Canada,49.788299560546875,-94.36309814453125,America/Winnipeg
YQL,Lethbridge County Airport,Lethbridge,Canada,49.6302986145,-112.800003052,America/Edmonton
YQM,Greater Moncton International Airport,Moncton,Canada,46.11220169067383,-64.67859649658203,America/Halifax
YQQ,Comox Airport,Comox,Canada,49.71080017089844,-124.88700103759766,America/Vancouver
YQR,Regina International Airport,Regina,Canada,50.43190002441406,-104.66600036621094,America/Regina
YQT,Thunder Bay Airport,Thunder Bay,Canada,48.37189865112305,-89.32389831542969,America/Toronto
YQU,Grande Prairie Airport,Grande Prairie,Canada,55.1796989441,-118.885002136,America/Edmonton
YQV,Yorkton Municipal Airport,Yorkton,Canada,51.26470184326172,-102.46199798583984,America/Regina
YQW,North Battleford Airport,North Battleford,Canada,52.76919937133789,-108.24400329589844,America/Regina
YQX,Gander International Airport,Gander,Canada,48.9369010925293,-54.56809997558594,America/St_Johns
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,46.1614,-60.047798,America/Halifax
YQZ,Quesnel Airport,Quesnel,Canada,53.026100158691406,-122.51000213623047,America/Vancouver
YRB,Resolute Bay Airport,Resolute,Canada,74.7169036865,-94.9693984985,America/Winnipeg
YRI,Rivière-du-Loup Airport,Riviere Du Loup,Canada,47.764400482177734,-69.58470153808594,America/Toronto
YRJ,Roberval Airport,Roberval,Canada,48.52000045776367,-72.2656021118164,America/Toronto
YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,52.4296989441,-114.903999329,America/Edmonton
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.8114013672,-92.1157989502,America/Winnipeg
YSB,Sudbury Airport,Sudbury,Canada,46.625,-80.79889678955078,America/Toronto
YSC,Sherbrooke Airport,Sherbrooke,Canada,45.4385986328125,-71.69139862060547,America/Toronto
YSJ,Saint John Airport,St. John,Canada,45.31610107421875,-65.89029693603516,America/Halifax
YSM,Fort Smith Airport,Fort Smith,Canada,60.020301818847656,-111.96199798583984,America/Edmonton
YSR,Nanisivik Airport,Nanisivik,Canada,72.982201,-84.613602,America/Toronto
YSU,Summerside Airport,Summerside,Canada,46.44060134887695,-63.83359909057617,America/Halifax
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,71.9938964844,-125.242996216,America/Edmonton
YTE,Cape Dorset Airport,Cape Dorset,Canada,64.2300033569,-76.5267028809,America/Toronto
YTH,Thompson Airport,Thompson,Canada,55.80110168457031,-97.86419677734375,America/Winnipeg
YTR,CFB Trenton,Trenton,Canada,44.118900299072266,-77.5280990600586,America/Toronto
YTS,Timmins/Victor M. Power,Timmins,Canada,48.569698333699996,-81.376701355,America/Toronto
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,43.627499,-79.396202,America/Toronto
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,69.43329620361328,-133.0260009765625,America/Edmonton
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502,America/Toronto
YUT,Repulse Bay Airport,Repulse Bay,Canada,66.5214004517,-86.22470092770001,America/Winnipeg
YUX,Hall Beach Airport,Hall Beach,Canada,68.77610015869999,-81.2425,America/Toronto
YUY,Rouyn Noranda Airport,Rouyn,Canada,48.20610046386719,-78.83560180664062,America/Toronto
YVC,La Ronge Airport,La Ronge,Canada,55.151401519800004,-105.262001038,America/Regina
YVG,Vermilion Airport,Vermillion,Canada,53.355800628699996,-110.823997498,America/Edmonton
YVM,Qikiqtarjuaq Airport,Broughton Island,Canada,67.5457992554,-64.03140258789999,America/Toronto
YVO,Val-d'Or Airport,Val D'or,Canada,48.0532989502,-77.7827987671,America/Toronto
YVP,Kuujjuaq Airport,Quujjuaq,Canada,58.096099853515625,-68.4269027709961,America/Toronto
YVQ,Norman Wells Airport,Norman Wells,Canada,65.28160095214844,-126.7979965209961,America/Edmonton
YVR,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108,America/Vancouver
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,55.8418998718,-108.417999268,America/Regina
YVV,Wiarton Airport,Wiarton,Canada,44.7458,-81.107201,America/Toronto
YWA,Petawawa Airport,Petawawa,Canada,45.95220184326172,-77.31919860839844,America/Toronto
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.909999847399995,-97.2398986816,America/Winnipeg
YWK,Wabush Airport,Wabush,Canada,52.92190170288086,-66.8644027709961,America/Halifax
YWL,Williams Lake Airport,Williams Lake,Canada,52.1831016541,-122.054000854,America/Vancouver
YWY,Wrigley Airport,Wrigley,Canada,63.20940017700195,-123.43699645996094,America/Edmonton
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,49.610801696777,-115.78199768066,America/Edmonton
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,53.5724983215,-113.521003723,America/Edmonton
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,52.170799255371094,-106.69999694824219,America/Regina
YXH,Medicine Hat Airport,Medicine Hat,Canada,50.01890182495117,-110.72100067138672,America/Edmonton
YXJ,Fort St John Airport,Fort Saint John,Canada,56.23809814453125,-120.73999786376953,America/Dawson_Creek
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,50.11389923095703,-91.9052963256836,America/Winnipeg
YXP,Pangnirtung Airport,Pangnirtung,Canada,66.1449966431,-65.71360015869999,America/Toronto
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,47.697400654599996,-79.8473453522,America/Toronto
YXS,Prince George Airport,Prince George,Canada,53.8894004822,-122.679000854,America/Vancouver
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,54.468498,-128.576009,America/Vancouver
YXU,London Airport,London,Canada,43.035599,-81.1539,America/Toronto
YXX,Abbotsford Airport,Abbotsford,Canada,49.025299072265625,-122.36100006103516,America/Vancouver
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.7095985413,-135.067001343,America/Vancouver
YYB,North Bay Jack Garland Airport,North Bay,Canada,46.363602,-79.422798,America/Toronto
YYC,Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643,America/Edmonton
YYD,Smithers Airport,Smithers,Canada,54.82469940185547,-127.18299865722656,America/Vancouver
YYE,Fort Nelson Airport,Fort Nelson,Canada,58.8363990784,-122.597000122,America/Vancouver
YYF,Penticton Airport,Penticton,Canada,49.46310043334961,-119.60199737548828,America/Vancouver
YYG,Charlottetown Airport,Charlottetown,Canada,46.290000915527344,-63.12110137939453,America/Halifax
YYH,Taloyoak Airport,Spence Bay,Canada,69.5466995239,-93.5766983032,America/Edmonton
YYJ,Victoria International Airport,Victoria,Canada,48.646900177,-123.426002502,America/Vancouver
YYL,Lynn Lake Airport,Lynn Lake,Canada,56.86389923095703,-101.07599639892578,America/Winnipeg
YYN,Swift Current Airport,Swift Current,Canada,50.291900634799994,-107.691001892,America/Regina
YYQ,Churchill Airport,Churchill,Canada,58.739200592041016,-94.06500244140625,America/Winnipeg
YYR,Goose Bay Airport,Goose Bay,Canada,53.3191986084,-60.4258003235,America/Halifax
YYT,St. John's International Airport,St. John's,Canada,47.618598938,-52.7518997192,America/St_Johns
YYU,Kapuskasing Airport,Kapuskasing,Canada,49.41389846801758,-82.46749877929688,America/Toronto
YYW,Armstrong Airport,Armstrong,Canada,50.29029846191406,-88.90969848632812,America/Toronto
YYY,Mont Joli Airport,Mont Joli,Canada,48.60860061645508,-68.20809936523438,America/Toronto
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,America/Toronto
YZD,Downsview Airport,Toronto,Canada,43.74250030517578,-79.4655990600586,America/Toronto
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,45.88529968261719,-82.56780242919922,America/Toronto
YZF,Yellowknife Airport,Yellowknife,Canada,62.462799072265625,-114.44000244140625,America/Edmonton
YZH,Slave Lake Airport,Slave Lake,Canada,55.2930984497,-114.777000427,America/Edmonton
YZP,Sandspit Airport,Sandspit,Canada,53.25429916379999,-131.813995361,America/Vancouver
YZR,Chris Hadfield Airport,Sarnia,Canada,42.9994010925293,-82.30889892578125,America/Toronto
YZT,Port Hardy Airport,Port Hardy,Canada,50.680599212646484,-127.36699676513672,America/Vancouver
YZU,Whitecourt Airport,Whitecourt,Canada,54.14390182495117,-115.78700256347656,America/Edmonton
YZV,Sept-Îles Airport,Sept-iles,Canada,50.22330093383789,-66.2656021118164,America/Toronto
YZW,Teslin Airport,Teslin,Canada,60.17279815673828,-132.7429962158203,America/Vancouver
YZX,CFB Greenwood,Greenwood,Canada,44.98440170288086,-64.91690063476562,America/Halifax
ZFA,Faro Airport,Faro,Canada,62.20750045776367,-133.37600708007812,America/Vancouver
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,67.40750122070312,-134.86099243164062,America/Edmonton
QLD,Blida Airport,Blida,Algeria,36.50360107421875,2.8141698837280273,Africa/Algiers
BUJ,Bou Saada Airport,Bou Saada,Algeria,35.33250045776367,4.206389904022217,Africa/Algiers
BJA,Soummam Airport,Bejaja,Algeria,36.7120018005,5.0699200630200005,Africa/Algiers
ALG,Houari Boumediene Airport,Algier,Algeria,36.691001892089844,3.215409994125366,Africa/Algiers
DJG,Djanet Inedbirene Airport,Djanet,Algeria,24.292801,9.45244,Africa/Algiers
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,26.7234992981,8.62265014648,Africa/Algiers
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.8115005493,5.45107984543,Africa/Algiers
GJL,Jijel Ferhat Abbas Airport,Jijel,Algeria,36.7951011658,5.87361001968,Africa/Algiers
MZW,Mecheria Airport,Mecheria,Algeria,33.535900116,-0.242353007197,Africa/Algiers
AAE,Rabah Bitat Airport,Annaba,Algeria,36.822201,7.809174,Africa/Algiers
CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,36.2760009765625,6.620389938354492,Africa/Algiers
TEE,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,35.4315986633,8.12071990967,Africa/Algiers
HRM,Hassi R'Mel Airport,Tilrempt,Algeria,32.93040084838867,3.311539888381958,Africa/Algiers
TID,Bou Chekif Airport,Tiaret,Algeria,35.3410987854,1.46315002441,Africa/Algiers
TIN,Tindouf Airport,Tindouf,Algeria,27.7003993988,-8.167099952700001,Africa/Algiers
CFK,Ech Cheliff Airport,Ech-cheliff,Algeria,36.2126998901,1.33176994324,Africa/Algiers
TAF,Tafaraoui Airport,Oran,Algeria,35.54240036010742,-0.5322780013084412,Africa/Algiers
TLM,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,35.0167007446,-1.45000004768,Africa/Algiers
ORN,Es Senia Airport,Oran,Algeria,35.6239013672,-0.6211829781529999,Africa/Algiers
BFW,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,35.1717987061,-0.593275010586,Africa/Algiers
MUW,Ghriss Airport,Ghriss,Algeria,35.207698822021484,0.14714199304580688,Africa/Algiers
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.837600708007812,-0.18641400337219238,Africa/Algiers
BSK,Biskra Airport,Biskra,Algeria,34.793300628699996,5.73823022842,Africa/Algiers
ELG,El Golea Airport,El Golea,Algeria,30.571300506591797,2.8595900535583496,Africa/Algiers
GHA,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,32.38410186767578,3.794110059738159,Africa/Algiers
HME,Oued Irara Airport,Hassi Messaoud,Algeria,31.673000335699996,6.140439987180001,Africa/Algiers
INZ,In Salah Airport,In Salah,Algeria,27.250999450699997,2.51202011108,Africa/Algiers
TGR,Touggourt Sidi Madhi Airport,Touggourt,Algeria,33.06779861450195,6.088669776916504,Africa/Algiers
LOO,Laghouat Airport,Laghouat,Algeria,33.764400482199996,2.92833995819,Africa/Algiers
TMX,Timimoun Airport,Timimoun,Algeria,29.2371006012,0.276033014059,Africa/Algiers
OGX,Ain el Beida Airport,Ouargla,Algeria,31.917200088500977,5.412779808044434,Africa/Algiers
IAM,In Aménas Airport,Zarzaitine,Algeria,28.0515,9.64291,Africa/Algiers
COO,Cadjehoun Airport,Cotonou,Benin,6.357230186462402,2.384350061416626,Africa/Porto-Novo
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,Africa/Ouagadougou
BOY,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.160099983215332,-4.33096981048584,Africa/Ouagadougou
ACC,Kotoka International Airport,Accra,Ghana,5.605189800262451,-0.16678600013256073,Africa/Accra
TML,Tamale Airport,Tamale,Ghana,9.55718994140625,-0.8632140159606934,Africa/Accra
NYI,Sunyani Airport,Sunyani,Ghana,7.361830234527588,-2.3287599086761475,Africa/Accra
TKD,Takoradi Airport,Takoradi,Ghana,4.896059989929199,-1.7747600078582764,Africa/Accra
ABJ,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209197998,-3.9262900352478027,Africa/Abidjan
BYK,Bouaké Airport,Bouake,Cote d'Ivoire,7.738800048828125,-5.073669910430908,Africa/Abidjan
DJO,Daloa Airport,Daloa,Cote d'Ivoire,6.792809963226318,-6.473189830780029,Africa/Abidjan
HGO,Korhogo Airport,Korhogo,Cote d'Ivoire,9.38718032837,-5.55666017532,Africa/Abidjan
MJC,Man Airport,Man,Cote d'Ivoire,7.272069931030273,-7.58735990524292,Africa/Abidjan
SPY,San Pedro Airport,San Pedro,Cote d'Ivoire,4.746719837188721,-6.660820007324219,Africa/Abidjan
ASK,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.9031701088,-5.36558008194,Africa/Abidjan
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161132812,7.263169765472412,Africa/Lagos
AKR,Akure Airport,Akure,Nigeria,7.246739864349365,5.3010101318359375,Africa/Lagos
BNI,Benin Airport,Benin,Nigeria,6.316979885101318,5.5995001792907715,Africa/Lagos
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859313965,8.347200393676758,Africa/Lagos
ENU,Akanu Ibiam International Airport,Enugu,Nigeria,6.474269866943359,7.561960220336914,Africa/Lagos
IBA,Ibadan Airport,Ibadan,Nigeria,7.362460136413574,3.97832989692688,Africa/Lagos
ILR,Ilorin International Airport,Ilorin,Nigeria,8.440210342407227,4.493919849395752,Africa/Lagos
JOS,Yakubu Gowon Airport,Jos,Nigeria,9.639829635620117,8.869050025939941,Africa/Lagos
KAD,Kaduna Airport,Kaduna,Nigeria,10.696000099182129,7.320109844207764,Africa/Lagos
KAN,Mallam Aminu International Airport,Kano,Nigeria,12.0476,8.52462,Africa/Lagos
MIU,Maiduguri International Airport,Maiduguri,Nigeria,11.855299949645996,13.080900192260742,Africa/Lagos
MDI,Makurdi Airport,Makurdi,Nigeria,7.70388,8.61394,Africa/Lagos
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,6.5773701667785645,3.321160078048706,Africa/Lagos
MXJ,Minna Airport,Minna,Nigeria,9.652170181274414,6.462259769439697,Africa/Lagos
PHC,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.0154900550842285,6.94959020614624,Africa/Lagos
SKO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.916299819946289,5.207190036773682,Africa/Lagos
YOL,Yola Airport,Yola,Nigeria,9.257550239562988,12.430399894714355,Africa/Lagos
ZAR,Zaria Airport,Zaria,Nigeria,11.1302,7.68581,Africa/Lagos
MFQ,Maradi Airport,Maradi,Niger,13.5024995803833,7.1267499923706055,Africa/Niamey
NIM,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361,Africa/Niamey
THZ,Tahoua Airport,Tahoua,Niger,14.875699996948242,5.265359878540039,Africa/Niamey
AJY,Mano Dayak International Airport,Agadez,Niger,16.965999603271484,8.000109672546387,Africa/Niamey
ZND,Zinder Airport,Zinder,Niger,13.779000282287598,8.983759880065918,Africa/Niamey
MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.75809860229492,10.75469970703125,Africa/Tunis
TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100173950195,10.22719955444336,Africa/Tunis
GAF,Gafsa Ksar International Airport,Gafsa,Tunisia,34.422000885009766,8.822500228881836,Africa/Tunis
GAE,Gabès Matmata International Airport,Gabes,Tunisia,33.87689971923828,10.103300094604492,Africa/Tunis
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.775500297546387,Africa/Tunis
EBM,El Borma Airport,El Borma,Tunisia,31.704299926757812,9.254619598388672,Africa/Tunis
SFA,Sfax Thyna International Airport,Sfax,Tunisia,34.71799850463867,10.690999984741211,Africa/Tunis
TOE,Tozeur Nefta International Airport,Tozeur,Tunisia,33.939701080322266,8.110560417175293,Africa/Tunis
